loadConsumption,DailyPrecipitation,MaxHourlyPrecipitation,HDMaxPrecipitation,DailyMeanTemperature,HourlyMinTemperature,HDMinTemperature,HourlyMaxTemperature,HDMaxTemperature,DailyMeanWindspeed,MaxHourlyMeanWindspeed,HDMaxMeanWindspeed,MinHourlyMeanWindspeed,HDMinMeanWindspeed,Month,Year,Week,WeekKey,day_of_week
290987.0675,1.0,0.6,20,17.3,117,6,22.4,13,2.4,4.0,11,0.0,23,9,2021,37,202137,Tuesday
305652.8925,-0.1,-0.1,1,16.8,142,4,20.0,14,2.2,4.0,16,1.0,1,9,2021,37,202137,Wednesday
287599.81,-0.1,-0.1,1,16.2,115,22,20.3,14,2.6,4.0,9,1.0,21,9,2021,37,202137,Thursday
294324.79,0.0,0.0,1,15.9,103,24,21.1,12,1.4,3.0,11,0.0,21,9,2021,37,202137,Friday
257493.0125,0.0,0.0,1,15.3,86,6,22.3,14,1.7,4.0,15,0.0,3,9,2021,37,202137,Saturday
246713.1625,0.0,0.0,1,15.4,118,4,20.7,14,3.2,4.0,8,2.0,1,9,2021,37,202137,Sunday
282666.3675,0.0,0.0,1,11.9,55,24,17.3,12,3.0,6.0,10,1.0,19,9,2021,38,202138,Monday
288317.1775,0.0,0.0,1,11.8,37,6,19.4,15,1.3,2.0,11,0.0,3,9,2021,38,202138,Tuesday
283804.6275,0.0,0.0,1,13.2,61,5,20.9,15,2.1,3.0,10,1.0,1,9,2021,38,202138,Wednesday
297697.125,-0.1,-0.1,1,15.8,115,1,19.4,12,3.7,6.0,11,1.0,22,9,2021,38,202138,Thursday
297552.2275,0.0,0.0,1,17.9,127,1,21.6,15,3.8,6.0,11,2.0,1,9,2021,38,202138,Friday
272460.9375,0.0,0.0,1,16.9,118,24,21.9,15,2.1,3.0,1,1.0,15,9,2021,38,202138,Saturday
259165.7375,0.0,0.0,1,17.7,119,1,23.7,13,2.4,4.0,12,1.0,4,9,2021,38,202138,Sunday
305220.995,4.9,3.5,15,15.4,111,20,20.8,13,3.7,6.0,11,2.0,2,9,2021,39,202139,Monday
287016.855,0.0,0.0,1,14.0,98,7,19.2,14,3.2,5.0,13,2.0,7,9,2021,39,202139,Tuesday
313882.12,14.6,3.8,11,11.8,95,20,15.4,14,3.8,7.0,14,3.0,1,9,2021,39,202139,Wednesday
303331.78,-0.1,-0.1,1,12.3,90,2,14.1,12,4.5,6.0,11,3.0,1,9,2021,39,202139,Thursday
302707.255,6.2,3.1,17,13.5,118,7,16.0,15,4.9,7.0,10,3.0,24,10,2021,39,202139,Friday
272404.5675,7.1,2.9,19,14.4,119,4,16.8,23,4.6,8.0,20,2.0,3,10,2021,39,202139,Saturday
273038.0925,21.5,3.1,6,12.9,116,19,16.6,1,3.3,6.0,1,0.0,9,10,2021,39,202139,Sunday
285849.1775,0.0,0.0,1,13.5,104,5,17.7,14,4.5,7.0,13,3.0,3,10,2021,40,202140,Monday
298263.7575,5.0,1.6,14,12.7,104,7,16.5,11,4.8,7.0,10,3.0,1,10,2021,40,202140,Tuesday
303860.2575,25.2,6.4,7,12.3,79,24,16.3,15,3.2,5.0,1,1.0,23,10,2021,40,202140,Wednesday
298155.835,0.0,0.0,1,10.5,64,3,15.6,14,1.8,3.0,12,1.0,1,10,2021,40,202140,Thursday
290160.25,0.0,0.0,1,10.7,53,7,17.9,13,1.8,3.0,12,1.0,1,10,2021,40,202140,Friday
255990.01750000002,0.0,0.0,1,9.8,41,24,16.4,14,1.9,4.0,10,1.0,17,10,2021,40,202140,Saturday
254195.805,0.9,0.7,21,10.2,22,5,16.4,14,1.1,3.0,13,0.0,2,10,2021,40,202140,Sunday
295490.945,0.1,0.1,23,11.8,63,6,16.0,14,2.1,4.0,15,1.0,6,10,2021,41,202141,Monday
303536.5675,7.5,3.5,9,10.1,43,24,14.2,13,2.6,5.0,14,1.0,24,10,2021,41,202141,Tuesday
304961.7575,-0.1,-0.1,1,10.1,38,1,14.1,15,2.3,4.0,23,1.0,2,10,2021,41,202141,Wednesday
310845.67,0.4,0.4,5,13.7,113,1,16.2,14,3.6,5.0,22,3.0,1,10,2021,41,202141,Thursday
296864.295,3.3,2.7,7,10.5,36,23,14.8,12,2.7,5.0,1,0.0,20,10,2021,41,202141,Friday
274278.535,0.0,0.0,1,10.3,56,1,13.8,14,2.0,4.0,13,0.0,1,10,2021,41,202141,Saturday
266525.6725,-0.1,-0.1,1,11.3,85,3,14.3,13,2.8,4.0,4,2.0,1,10,2021,41,202141,Sunday
298632.9,-0.1,-0.1,1,11.5,68,6,14.5,16,2.8,4.0,11,2.0,1,10,2021,42,202142,Monday
315522.2225,1.2,0.2,5,16.3,133,2,19.4,15,4.4,6.0,13,3.0,1,10,2021,42,202142,Tuesday
313955.1375,14.4,6.9,17,15.6,126,24,18.0,14,5.3,8.0,11,2.0,22,10,2021,42,202142,Wednesday
312879.6875,14.5,2.3,2,10.0,64,24,14.6,1,4.5,8.0,2,2.0,18,10,2021,42,202142,Thursday
310358.7375,4.1,1.7,14,8.4,25,24,12.8,13,3.6,6.0,10,2.0,16,10,2021,42,202142,Friday
278533.8725,0.0,0.0,1,7.3,10,6,12.1,15,1.9,3.0,12,1.0,3,10,2021,42,202142,Saturday
254518.3975,0.0,0.0,1,7.9,41,6,13.3,14,2.9,4.0,10,2.0,1,10,2021,42,202142,Sunday
313805.1625,1.4,0.5,7,10.7,64,1,13.0,16,3.2,4.0,2,2.0,14,10,2021,43,202143,Monday
310590.515,0.5,0.4,11,12.6,98,8,14.7,14,4.0,5.0,14,3.0,2,10,2021,43,202143,Tuesday
308679.1075,0.0,0.0,1,13.4,102,20,16.7,13,4.3,6.0,12,2.0,18,10,2021,43,202143,Wednesday
297464.02999999997,0.0,0.0,1,11.4,74,7,16.4,14,3.6,6.0,13,2.0,3,10,2021,43,202143,Thursday
299771.6025,-0.1,-0.1,1,13.1,92,2,17.8,14,4.8,7.0,14,3.0,24,10,2021,43,202143,Friday
289369.31,15.9,5.5,16,12.0,102,24,14.1,15,4.0,6.0,14,3.0,1,10,2021,43,202143,Saturday
275734.5275,15.5,11.1,18,11.5,85,6,15.3,15,4.1,6.0,18,2.0,1,10,2021,43,202143,Sunday
309943.5775,0.8,0.7,16,9.4,58,23,13.0,13,5.0,7.0,10,2.0,23,11,2021,44,202144,Monday
326395.58999999997,0.5,0.1,9,7.0,26,24,9.8,14,2.5,3.0,1,1.0,21,11,2021,44,202144,Tuesday
328928.825,0.0,0.0,1,5.0,18,1,9.3,15,1.0,2.0,1,0.0,13,11,2021,44,202144,Wednesday
326609.985,1.8,1.3,10,5.8,27,24,11.6,14,1.2,2.0,7,0.0,1,11,2021,44,202144,Thursday
316910.685,-0.1,-0.1,1,7.7,9,5,12.6,15,2.4,3.0,11,2.0,1,11,2021,44,202144,Friday
293520.775,1.5,1.2,23,9.7,74,5,11.5,14,5.2,7.0,22,4.0,1,11,2021,44,202144,Saturday
276635.6175,1.9,0.9,12,9.9,69,24,12.3,11,3.7,6.0,1,2.0,20,11,2021,44,202144,Sunday
319007.9975,0.2,0.1,1,8.1,28,4,12.4,13,2.1,3.0,10,1.0,23,11,2021,45,202145,Monday
322513.87,0.0,0.0,1,8.2,30,2,11.3,14,2.9,4.0,12,1.0,1,11,2021,45,202145,Tuesday
328242.5775,0.0,0.0,1,8.9,67,5,10.4,17,1.8,3.0,4,1.0,2,11,2021,45,202145,Wednesday
332951.3475,0.1,0.1,14,9.7,83,6,10.9,13,2.2,3.0,14,2.0,1,11,2021,45,202145,Thursday
322347.06,0.2,0.1,23,7.4,39,8,9.5,23,3.6,5.0,22,2.0,1,11,2021,45,202145,Friday
296586.72000000003,11.4,5.3,5,10.9,92,1,13.3,14,1.9,5.0,1,1.0,11,11,2021,45,202145,Saturday
287369.0525,0.0,0.0,1,9.7,87,24,10.5,14,2.3,3.0,9,1.0,1,11,2021,45,202145,Sunday
337346.59,0.0,0.0,1,6.6,51,22,8.8,1,2.7,4.0,11,2.0,1,11,2021,46,202146,Monday
343723.0125,-0.1,-0.1,1,5.1,48,10,5.9,24,1.8,3.0,20,1.0,2,11,2021,46,202146,Tuesday
328645.595,0.9,0.9,10,8.2,59,1,12.1,13,3.0,4.0,1,2.0,12,11,2021,46,202146,Wednesday
322529.4675,0.0,0.0,1,10.0,62,1,11.8,13,3.8,6.0,13,3.0,1,11,2021,46,202146,Thursday
321288.0375,0.0,0.0,1,11.9,96,18,14.2,12,3.3,4.0,1,2.0,17,11,2021,46,202146,Friday
298585.195,1.7,0.5,22,10.1,89,24,11.0,12,3.3,4.0,10,2.0,1,11,2021,46,202146,Saturday
281589.84,3.4,2.4,4,8.0,52,18,11.0,13,2.8,5.0,12,2.0,1,11,2021,46,202146,Sunday
321806.9475,0.0,0.0,1,3.6,-8,8,9.2,14,1.8,3.0,1,0.0,19,11,2021,47,202147,Monday
331684.135,1.4,0.8,11,6.4,6,1,11.1,14,1.3,2.0,3,0.0,21,11,2021,47,202147,Tuesday
336631.17,0.0,0.0,1,6.1,39,1,7.5,11,2.0,4.0,13,1.0,1,11,2021,47,202147,Wednesday
337877.1775,1.6,0.7,16,5.5,22,21,9.2,14,2.0,3.0,2,1.0,11,11,2021,47,202147,Thursday
337209.8575,9.8,1.9,16,4.4,36,24,5.6,12,4.1,8.0,11,1.0,20,11,2021,47,202147,Friday
310893.185,18.0,3.1,7,3.0,25,15,3.8,12,2.9,5.0,12,1.0,24,11,2021,47,202147,Saturday
297633.255,0.5,0.4,10,2.2,-13,20,4.2,11,1.7,4.0,12,0.0,8,11,2021,47,202147,Sunday
332463.0425,1.1,0.6,8,4.3,15,3,7.5,13,3.0,5.0,24,2.0,13,11,2021,48,202148,Monday
336832.2,19.7,2.4,11,8.6,40,2,10.4,24,4.4,7.0,3,1.0,16,11,2021,48,202148,Tuesday
334292.9525,6.5,2.2,9,8.0,46,24,10.6,1,6.0,10.0,5,2.0,22,12,2021,48,202148,Wednesday
340930.165,5.3,1.5,5,2.3,-18,21,5.2,14,2.4,3.0,1,1.0,19,12,2021,48,202148,Thursday
343131.84,0.1,0.1,24,3.5,10,1,4.7,13,5.3,8.0,11,2.0,1,12,2021,48,202148,Friday
313831.07,4.2,2.2,15,4.9,43,21,5.7,15,2.8,4.0,19,2.0,4,12,2021,48,202148,Saturday
298515.4825,-0.1,-0.1,1,4.3,25,4,5.4,13,2.8,4.0,1,2.0,15,12,2021,48,202148,Sunday
344479.1825,7.5,1.8,24,3.0,5,24,3.9,12,3.5,6.0,19,1.0,3,12,2021,49,202149,Monday
336884.22,4.7,1.3,21,4.0,7,1,6.0,12,4.6,8.0,20,2.0,1,12,2021,49,202149,Tuesday
336159.63,0.2,0.1,1,5.1,19,22,7.0,13,5.0,7.0,12,3.0,21,12,2021,49,202149,Wednesday
342180.22250000003,-0.1,-0.1,1,3.6,13,3,5.4,14,3.6,4.0,4,3.0,1,12,2021,49,202149,Thursday
341939.8575,0.1,0.1,6,3.0,-12,24,4.8,14,3.4,6.0,5,1.0,20,12,2021,49,202149,Friday
306904.605,1.1,0.4,5,4.3,-10,1,8.6,13,2.4,4.0,19,0.0,2,12,2021,49,202149,Saturday
298706.965,3.7,0.5,1,8.9,53,1,11.1,21,4.4,5.0,1,3.0,15,12,2021,49,202149,Sunday
331782.765,0.0,0.0,1,9.7,86,24,10.6,1,3.5,4.0,1,3.0,2,12,2021,50,202150,Monday
337688.375,0.5,0.1,14,9.0,78,5,10.1,19,3.8,5.0,21,3.0,5,12,2021,50,202150,Tuesday
337313.3575,0.0,0.0,1,9.8,77,24,11.0,13,3.5,4.0,1,2.0,24,12,2021,50,202150,Wednesday
332498.3725,0.0,0.0,1,6.5,26,8,11.8,14,1.3,2.0,1,0.0,24,12,2021,50,202150,Thursday
337468.2875,-0.1,-0.1,1,7.7,65,1,8.6,14,1.5,3.0,11,0.0,1,12,2021,50,202150,Friday
308285.925,0.1,0.1,17,6.2,47,10,7.9,2,1.8,3.0,5,1.0,16,12,2021,50,202150,Saturday
293288.4275,0.3,0.1,3,6.8,58,1,7.3,20,2.4,3.0,3,2.0,1,12,2021,50,202150,Sunday
331715.89,-0.1,-0.1,1,3.5,-33,24,7.3,14,1.4,2.0,1,0.0,21,12,2021,51,202151,Monday
334021.26,0.0,0.0,1,-2.2,-55,8,4.7,13,1.2,2.0,15,0.0,4,12,2021,51,202151,Tuesday
339070.38,0.0,0.0,1,-2.4,-61,3,0.0,13,2.3,3.0,15,1.0,1,12,2021,51,202151,Wednesday
337212.8525,1.4,0.4,24,2.3,-13,4,7.7,24,4.2,5.0,11,3.0,1,12,2021,51,202151,Thursday
313698.335,5.5,1.1,14,7.8,40,24,10.0,3,3.6,5.0,1,1.0,18,12,2021,51,202151,Friday
282353.7075,-0.1,-0.1,1,-1.0,-46,24,4.0,1,5.2,7.0,11,4.0,16,12,2021,51,202151,Saturday
286378.8975,-0.1,-0.1,1,-1.0,-50,8,2.4,21,3.5,4.0,1,3.0,2,12,2021,51,202151,Sunday
315573.455,1.2,0.5,19,5.6,22,1,9.0,23,3.3,4.0,11,3.0,1,12,2021,52,202152,Monday
314245.9175,5.8,2.3,13,8.8,73,2,10.7,14,4.5,7.0,13,3.0,1,12,2021,52,202152,Tuesday
310897.0025,5.0,1.5,15,9.5,84,9,12.1,19,3.7,5.0,18,2.0,9,12,2021,52,202152,Wednesday
309554.4825,1.6,0.9,5,12.9,100,1,13.9,23,6.4,8.0,12,5.0,2,12,2021,52,202152,Thursday
288265.21,-0.1,-0.1,1,12.8,111,24,14.4,3,5.5,7.0,7,4.0,17,12,2021,52,202152,Friday
260348.0525,0.3,0.2,24,12.3,109,7,13.2,14,4.0,5.0,9,3.0,4,1,2022,52,202252,Saturday
275549.825,13.2,8.9,20,11.7,102,20,13.0,14,6.2,8.0,11,4.0,2,1,2022,52,202252,Sunday
313568.0725,-0.1,-0.1,1,9.7,88,19,11.0,12,5.5,7.0,9,4.0,19,1,2022,1,202201,Monday
326946.8875,0.3,0.2,10,6.5,32,24,8.9,1,3.3,4.0,1,2.0,16,1,2022,1,202201,Tuesday
329347.0225,5.4,1.7,9,5.1,23,24,7.6,14,4.5,7.0,8,2.0,20,1,2022,1,202201,Wednesday
322982.02,-0.1,-0.1,1,3.7,-11,8,6.5,13,3.4,6.0,21,2.0,1,1,2022,1,202201,Thursday
324044.1625,3.3,0.8,4,3.7,7,24,6.7,12,4.4,6.0,1,2.0,20,1,2022,1,202201,Friday
306004.5175,14.7,3.3,23,2.9,-26,5,6.2,24,4.3,8.0,19,1.0,3,1,2022,1,202201,Saturday
289941.33,2.5,2.1,1,4.6,-15,24,7.7,13,3.5,6.0,2,1.0,21,1,2022,1,202201,Sunday
331045.705,0.0,0.0,1,1.7,-25,3,6.9,14,2.2,3.0,14,1.0,3,1,2022,2,202202,Monday
336228.7425,0.6,0.3,22,2.3,2,1,5.2,14,3.0,4.0,4,2.0,19,1,2022,2,202202,Tuesday
340320.12,0.2,0.2,1,4.0,31,1,5.0,13,1.8,3.0,19,1.0,3,1,2022,2,202202,Wednesday
341586.2175,0.0,0.0,1,4.3,33,1,5.3,18,3.0,4.0,13,2.0,1,1,2022,2,202202,Thursday
341382.3975,0.0,0.0,1,4.6,32,5,6.0,14,1.5,3.0,1,0.0,16,1,2022,2,202202,Friday
311590.495,-0.1,-0.1,1,2.3,8,21,4.3,1,3.1,4.0,6,2.0,1,1,2022,2,202202,Saturday
296782.11,-0.1,-0.1,1,5.3,15,1,7.3,22,3.4,5.0,12,2.0,23,1,2022,2,202202,Sunday
331809.7725,0.0,0.0,1,6.4,21,24,9.1,15,2.9,4.0,10,1.0,21,1,2022,3,202203,Monday
339479.8525,0.0,0.0,1,3.4,1,24,6.4,15,1.5,3.0,11,0.0,2,1,2022,3,202203,Tuesday
344668.5475,0.8,0.5,16,3.6,-18,3,7.1,18,2.9,5.0,14,1.0,1,1,2022,3,202203,Wednesday
334051.5575,1.8,0.5,17,3.5,-9,23,6.1,13,3.5,5.0,3,1.0,23,1,2022,3,202203,Thursday
333481.255,-0.1,-0.1,1,4.1,-7,1,7.0,13,2.6,3.0,6,2.0,1,1,2022,3,202203,Friday
305314.9175,-0.1,-0.1,1,6.4,56,1,7.6,13,2.3,3.0,1,2.0,2,1,2022,3,202203,Saturday
295388.7875,-0.1,-0.1,1,6.1,47,7,7.3,14,1.5,2.0,1,0.0,6,1,2022,3,202203,Sunday
338990.185,0.0,0.0,1,4.5,37,20,5.7,1,1.7,2.0,1,1.0,9,1,2022,4,202204,Monday
345852.385,0.0,0.0,1,3.0,24,23,3.8,1,1.4,2.0,1,1.0,4,1,2022,4,202204,Tuesday
344392.4925,0.0,0.0,1,4.2,23,2,6.0,15,3.5,6.0,24,1.0,1,1,2022,4,202204,Wednesday
334403.83,3.5,2.4,8,7.0,50,4,9.6,14,5.0,6.0,2,3.0,21,1,2022,4,202204,Thursday
318907.3425,0.0,0.0,1,6.6,45,8,9.0,13,3.7,6.0,23,2.0,8,1,2022,4,202204,Friday
295972.9975,0.5,0.2,3,9.1,64,1,11.7,17,5.8,8.0,12,4.0,3,1,2022,4,202204,Saturday
279094.84,-0.1,-0.1,1,6.0,43,23,8.4,13,3.6,5.0,1,2.0,16,1,2022,4,202204,Sunday
332095.1625,10.2,2.8,2,5.7,35,24,7.1,5,7.1,9.0,8,3.0,23,1,2022,5,202205,Monday
333515.9875,3.5,1.0,11,7.4,34,1,9.9,17,5.2,7.0,12,3.0,1,2,2022,5,202205,Tuesday
320961.82,0.5,0.3,23,8.7,71,8,10.7,15,3.7,6.0,1,2.0,17,2,2022,5,202205,Wednesday
332216.87,0.7,0.3,15,7.6,69,14,8.5,1,4.6,6.0,11,4.0,1,2,2022,5,202205,Thursday
329463.11,6.1,3.3,14,6.7,38,15,9.1,11,5.6,9.0,11,4.0,1,2,2022,5,202205,Friday
287769.8275,9.6,2.4,24,6.4,34,8,8.1,13,5.8,8.0,20,3.0,7,2,2022,5,202205,Saturday
294926.6425,24.9,5.8,11,7.4,40,19,9.4,12,7.0,9.0,3,4.0,13,2,2022,5,202205,Sunday
312735.4775,0.6,0.6,1,6.3,29,1,8.3,13,4.9,7.0,1,3.0,8,2,2022,6,202206,Monday
320554.3125,0.1,0.1,2,10.0,72,1,12.5,13,5.4,7.0,12,4.0,6,2,2022,6,202206,Tuesday
325037.9925,0.8,0.3,19,8.9,83,19,10.0,12,4.7,6.0,5,3.0,18,2,2022,6,202206,Wednesday
325606.8125,1.7,0.8,7,6.8,42,24,8.5,1,3.0,4.0,13,1.0,9,2,2022,6,202206,Thursday
314370.11,1.7,0.8,6,3.8,-24,24,7.7,14,3.6,6.0,5,1.0,20,2,2022,6,202206,Friday
281674.17,0.0,0.0,1,2.6,-36,1,7.3,14,4.0,7.0,14,2.0,1,2,2022,6,202206,Saturday
275141.61,0.0,0.0,1,6.1,10,5,10.3,24,5.8,7.0,12,4.0,1,2,2022,6,202206,Sunday
310331.345,1.9,1.8,22,9.0,59,23,11.4,6,6.3,8.0,14,3.0,24,2,2022,7,202207,Monday
312668.85,6.8,1.9,17,7.5,55,1,9.2,15,5.3,9.0,18,3.0,1,2,2022,7,202207,Tuesday
322954.45,10.3,1.9,6,11.1,83,1,13.2,20,7.9,11.0,20,4.0,2,2,2022,7,202207,Wednesday
305216.325,0.4,0.3,1,9.0,68,19,12.4,1,7.3,11.0,4,3.0,24,2,2022,7,202207,Thursday
316098.88,2.7,1.4,13,8.4,60,18,12.3,12,8.7,15.0,16,3.0,1,2,2022,7,202207,Friday
279650.63,8.4,3.4,19,6.1,45,19,8.4,13,7.1,9.0,1,6.0,7,2,2022,7,202207,Saturday
289631.2275,34.2,4.4,22,8.2,42,6,10.7,21,8.0,12.0,20,3.0,3,2,2022,7,202207,Sunday
323610.7975,9.5,3.0,10,6.5,41,10,8.2,19,7.5,10.0,13,4.0,22,2,2022,8,202208,Monday
322383.24,4.3,2.3,16,7.1,37,6,10.5,15,4.7,7.0,13,3.0,2,2,2022,8,202208,Tuesday
295836.3975,0.0,0.0,1,8.0,41,8,11.3,14,4.7,7.0,13,2.0,8,2,2022,8,202208,Wednesday
315941.6725,2.7,1.6,14,6.2,27,21,10.1,11,5.7,9.0,12,3.0,20,2,2022,8,202208,Thursday
305769.8125,1.8,1.1,6,4.7,-7,24,8.6,14,4.0,6.0,5,1.0,21,2,2022,8,202208,Friday
266590.6,0.0,0.0,1,2.2,-27,5,8.7,13,2.3,4.0,14,1.0,1,2,2022,8,202208,Saturday
250100.1925,0.0,0.0,1,4.2,-20,6,9.2,15,4.8,8.0,12,2.0,4,2,2022,8,202208,Sunday
282619.5825,0.0,0.0,1,4.5,1,7,9.5,15,3.8,6.0,15,2.0,20,2,2022,9,202209,Monday
311572.2625,0.3,0.3,12,5.2,18,1,8.3,16,2.1,3.0,1,1.0,17,3,2022,9,202209,Tuesday
286441.9275,0.0,0.0,1,5.6,13,20,11.7,14,2.9,5.0,16,1.0,3,3,2022,9,202209,Wednesday
282718.2625,0.0,0.0,1,5.0,-25,6,11.7,14,3.6,6.0,12,2.0,2,3,2022,9,202209,Thursday
280947.5575,0.0,0.0,1,4.2,-9,7,11.0,14,3.2,4.0,9,2.0,22,3,2022,9,202209,Friday
256639.665,0.0,0.0,1,2.6,-33,5,8.7,15,2.7,4.0,17,2.0,3,3,2022,9,202209,Saturday
249317.88,0.0,0.0,1,2.4,-19,24,6.4,15,4.1,7.0,10,2.0,20,3,2022,9,202209,Sunday
284713.315,0.0,0.0,1,2.3,-44,6,7.7,14,3.3,6.0,15,0.0,2,3,2022,10,202210,Monday
280799.365,0.0,0.0,1,4.9,-8,2,10.1,15,5.0,8.0,9,3.0,1,3,2022,10,202210,Tuesday
277663.7125,0.0,0.0,1,6.1,-4,4,13.2,14,3.3,5.0,14,2.0,18,3,2022,10,202210,Wednesday
277487.395,0.0,0.0,1,8.5,3,1,15.3,15,3.8,5.0,13,2.0,1,3,2022,10,202210,Thursday
275187.415,0.0,0.0,1,10.1,56,7,14.4,15,6.2,8.0,12,4.0,24,3,2022,10,202210,Friday
254548.81,-0.1,-0.1,1,11.2,72,7,15.1,15,4.4,6.0,11,3.0,6,3,2022,10,202210,Saturday
239284.795,-0.1,-0.1,1,12.1,85,7,16.5,16,4.3,6.0,11,2.0,21,3,2022,10,202210,Sunday
285416.165,-0.1,-0.1,1,9.0,30,23,13.5,15,3.2,5.0,5,1.0,20,3,2022,11,202211,Monday
292664.9975,0.0,0.0,1,7.4,24,2,14.1,15,2.0,3.0,13,1.0,1,3,2022,11,202211,Tuesday
284392.5725,-0.1,-0.1,1,9.1,11,2,13.2,12,4.8,7.0,9,2.0,1,3,2022,11,202211,Wednesday
284728.2325,0.4,0.4,3,7.6,0,24,11.8,16,3.4,5.0,3,1.0,20,3,2022,11,202211,Thursday
268607.375,0.0,0.0,1,7.8,-17,6,15.3,15,2.7,5.0,14,0.0,1,3,2022,11,202211,Friday
237299.805,0.0,0.0,1,8.8,37,6,14.1,13,5.5,8.0,11,3.0,1,3,2022,11,202211,Saturday
254102.74,-0.1,-0.1,1,4.5,-11,24,8.7,16,4.3,7.0,9,2.0,20,3,2022,11,202211,Sunday
267414.985,0.0,0.0,1,7.7,-19,3,16.3,14,2.0,3.0,10,1.0,17,3,2022,12,202212,Monday
264764.105,0.0,0.0,1,10.3,24,3,19.6,14,1.9,3.0,14,1.0,1,3,2022,12,202212,Tuesday
262245.18,0.0,0.0,1,9.8,0,6,19.3,14,1.8,3.0,11,0.0,2,3,2022,12,202212,Wednesday
265311.555,0.0,0.0,1,9.4,5,6,18.3,14,1.7,4.0,16,0.0,6,3,2022,12,202212,Thursday
261266.72,0.0,0.0,1,8.6,-8,6,16.7,15,2.6,4.0,10,1.0,5,3,2022,12,202212,Friday
233348.795,0.0,0.0,1,10.4,14,6,17.4,14,3.0,5.0,15,1.0,6,3,2022,12,202212,Saturday
213597.82,0.0,0.0,1,10.3,58,7,16.4,15,3.0,4.0,1,2.0,7,3,2022,12,202212,Sunday
269251.7975,0.0,0.0,1,8.3,26,5,14.3,14,2.3,3.0,13,2.0,1,3,2022,13,202213,Monday
279983.5975,0.0,0.0,1,8.2,44,24,14.0,15,3.0,4.0,8,2.0,1,3,2022,13,202213,Tuesday
278915.1925,0.7,0.7,24,6.0,4,6,10.6,14,3.1,5.0,21,1.0,5,3,2022,13,202213,Wednesday
315364.025,12.8,2.2,20,1.9,0,24,4.5,11,4.2,7.0,22,3.0,6,3,2022,13,202213,Thursday
307607.4525,4.9,1.7,2,2.1,-3,3,4.7,15,6.0,8.0,15,4.0,20,4,2022,13,202213,Friday
259438.045,-0.1,-0.1,1,2.4,-32,24,6.3,14,3.5,6.0,10,1.0,23,4,2022,13,202213,Saturday
245571.2425,-0.1,-0.1,1,3.0,-40,3,8.5,16,2.7,5.0,17,1.0,1,4,2022,13,202213,Sunday
313337.6525,20.7,3.2,20,7.1,33,1,10.7,22,6.3,9.0,8,4.0,24,4,2022,14,202214,Monday
303200.6025,3.2,0.7,5,10.0,75,2,11.9,13,4.2,6.0,13,2.0,2,4,2022,14,202214,Tuesday
306242.435,3.4,0.8,15,9.7,88,5,10.7,12,6.9,8.0,17,5.0,1,4,2022,14,202214,Wednesday
295339.4975,19.2,6.8,7,8.0,42,7,11.3,13,8.0,11.0,13,5.0,7,4,2022,14,202214,Thursday
288910.1475,0.4,0.4,3,6.3,33,5,8.8,14,3.5,5.0,1,2.0,20,4,2022,14,202214,Friday
252840.4525,5.4,2.0,10,5.8,22,20,9.6,13,4.1,7.0,13,2.0,6,4,2022,14,202214,Saturday
231379.23249999998,-0.1,-0.1,1,6.2,13,23,11.9,16,2.2,3.0,3,1.0,20,4,2022,14,202214,Sunday
259544.9475,0.0,0.0,1,9.1,2,4,15.0,14,3.8,6.0,12,1.0,1,4,2022,15,202215,Monday
262605.6425,0.0,0.0,1,13.8,65,6,20.6,16,3.4,6.0,14,0.0,24,4,2022,15,202215,Tuesday
279602.765,0.1,0.1,13,13.1,90,24,16.6,15,2.2,3.0,7,1.0,1,4,2022,15,202215,Wednesday
265460.7125,0.0,0.0,1,12.1,55,5,18.7,13,2.3,5.0,14,1.0,2,4,2022,15,202215,Thursday
276750.3325,0.0,0.0,1,9.8,76,1,12.6,12,2.9,4.0,16,2.0,3,4,2022,15,202215,Friday
226015.47,0.0,0.0,1,10.5,46,3,16.5,14,3.8,6.0,8,2.0,2,4,2022,15,202215,Saturday
209892.4025,0.0,0.0,1,10.8,29,5,17.6,15,3.4,5.0,14,2.0,1,4,2022,15,202215,Sunday
219155.7,0.0,0.0,1,12.0,51,24,19.3,16,2.3,3.0,1,0.0,24,4,2022,16,202216,Monday
253845.14,0.0,0.0,1,12.3,26,5,19.1,14,3.2,5.0,10,1.0,1,4,2022,16,202216,Tuesday
253316.14250000002,0.0,0.0,1,12.2,52,5,17.7,14,4.2,6.0,15,2.0,20,4,2022,16,202216,Wednesday
256309.9325,0.0,0.0,1,12.6,49,5,18.1,14,4.3,6.0,11,2.0,2,4,2022,16,202216,Thursday
264768.6175,0.0,0.0,1,13.1,87,5,17.8,14,5.5,8.0,12,3.0,3,4,2022,16,202216,Friday
228831.45500000002,0.0,0.0,1,13.6,93,5,18.7,13,6.2,8.0,9,4.0,20,4,2022,16,202216,Saturday
217342.91999999998,0.0,0.0,1,12.0,77,24,17.5,14,4.9,7.0,12,3.0,1,4,2022,16,202216,Sunday
288745.2525,3.8,1.3,7,8.6,69,2,10.5,18,3.1,5.0,23,2.0,1,4,2022,17,202217,Monday
259770.635,-0.1,-0.1,1,9.2,24,24,13.8,14,3.9,6.0,10,1.0,24,4,2022,17,202217,Tuesday
232228.895,0.0,0.0,1,7.5,2,5,13.6,14,2.0,4.0,14,1.0,1,4,2022,17,202217,Wednesday
